1576080345639 2019_12_11_10_05_45_639 2.734449 0.478300  0.000014786
2019_12_11_10_06_27_524 1576080387524 41885 41790 345 169.508  
2019_12_11_10_06_27_535 1576080387535 41896 41801 449 220.472  
2019_12_11_10_06_27_544 1576080387544 41905 41810 163 81.0902  
2019_12_11_10_06_27_561 1576080387561 41922 41827 688 338.804  
2019_12_11_10_06_27_580 1576080387580 41941 41846 99 50.2311  
2019_12_11_10_06_27_653 1576080387653 42014 41919 586 288.096  
2019_12_11_10_06_27_661 1576080387661 42022 41927 4095 2209.31  
2019_12_11_10_06_27_677 1576080387677 42038 41943 747 368.275  
2019_12_11_10_06_27_691 1576080387691 42052 41957 239 117.893  
2019_12_11_10_06_27_742 1576080387742 42103 42008 129 64.6812  
2019_12_11_10_06_27_770 1576080387770 42131 42036 171 84.9561  
2019_12_11_10_06_27_775 1576080387775 42136 42041 148 73.8467  
2019_12_11_10_06_27_829 1576080387829 42190 42094 159 79.1579  
2019_12_11_10_06_27_848 1576080387848 42209 42113 374 183.687  
2019_12_11_10_06_27_859 1576080387859 42220 42124 108 54.5633  
2019_12_11_10_06_27_894 1576080387894 42255 42159 195 96.5652  
2019_12_11_10_06_27_926 1576080387926 42287 42191 1315 657.267  
2019_12_11_10_06_27_959 1576080387959 42320 42224 664 326.845  
2019_12_11_10_06_27_978 1576080387978 42339 42243 332 163.16  
2019_12_11_10_06_27_989 1576080387989 42350 42254 1179 587.203  
2019_12_11_10_06_28_027 1576080388027 42388 42292 65 33.8864  
2019_12_11_10_06_28_056 1576080388056 42417 42321 120 60.3434  
2019_12_11_10_06_28_062 1576080388062 42423 42327 147 73.3641  
2019_12_11_10_06_28_128 1576080388128 42489 42393 181 89.7911  
2019_12_11_10_06_28_142 1576080388142 42503 42407 635 312.417  
2019_12_11_10_06_28_187 1576080388187 42548 42452 123 61.789  
2019_12_11_10_06_28_192 1576080388192 42553 42457 138 69.0214  
2019_12_11_10_06_28_203 1576080388203 42564 42468 328 161.208  
2019_12_11_10_06_28_267 1576080388267 42628 42532 165 82.0565  
2019_12_11_10_06_28_279 1576080388279 42640 42543 959 475.022  
2019_12_11_10_06_28_346 1576080388346 42707 42610 246 121.291  
2019_12_11_10_06_28_366 1576080388366 42727 42630 466 228.833  
2019_12_11_10_06_28_401 1576080388401 42762 42665 1092 542.669  
2019_12_11_10_06_28_421 1576080388421 42782 42685 178 88.3403  
2019_12_11_10_06_28_447 1576080388447 42808 42711 284 139.764  
2019_12_11_10_06_28_529 1576080388529 42890 42793 252 124.205  
2019_12_11_10_06_28_615 1576080388615 42976 42879 185 91.726  
2019_12_11_10_06_28_693 1576080388693 43054 42957 511 251.007  
2019_12_11_10_06_28_733 1576080388733 43094 42997 357 175.372  
2019_12_11_10_06_28_789 1576080388789 43150 43053 280 137.818  
2019_12_11_10_06_28_795 1576080388795 43156 43059 258 127.12  
2019_12_11_10_06_28_835 1576080388835 43196 43099 308 151.453  
2019_12_11_10_06_28_860 1576080388860 43221 43124 303 149.017  
2019_12_11_10_06_28_898 1576080388898 43259 43162 228 112.555  
2019_12_11_10_06_28_903 1576080388903 43264 43167 224 110.616  
2019_12_11_10_06_28_904 1576080388904 43265 43168 55 29.0857  
2019_12_11_10_06_28_935 1576080388935 43296 43198 451 221.455  
2019_12_11_10_06_28_947 1576080388947 43308 43210 553 271.756  
2019_12_11_10_06_28_948 1576080388948 43309 43211 170 84.4728  
2019_12_11_10_06_29_215 1576080389215 43576 43478 260 128.092  
2019_12_11_10_06_29_216 1576080389216 43577 43479 262 129.064  
2019_12_11_10_06_29_217 1576080389217 43578 43480 4095 2209.31  
2019_12_11_10_06_29_218 1576080389218 43579 43481 1243 620.106  
2019_12_11_10_06_29_218 1576080389218 43579 43481 583 286.609  
2019_12_11_10_06_29_218 1576080389218 43579 43481 47 25.2472  
2019_12_11_10_06_29_218 1576080389218 43579 43481 681 335.314  
2019_12_11_10_06_29_218 1576080389218 43579 43481 146 72.8814  
2019_12_11_10_06_29_218 1576080389218 43579 43481 152 75.7777  
2019_12_11_10_06_29_218 1576080389218 43579 43481 425 208.683  
2019_12_11_10_06_29_232 1576080389232 43593 43495 1406 704.453  
2019_12_11_10_06_29_238 1576080389238 43599 43501 1870 948.86  
2019_12_11_10_06_29_270 1576080389270 43631 43533 101 51.1936  
2019_12_11_10_06_29_320 1576080389320 43681 43583 196 97.0493  
2019_12_11_10_06_29_328 1576080389328 43689 43590 1679 847.482  
2019_12_11_10_06_29_348 1576080389348 43709 43610 200 98.9859  
2019_12_11_10_06_29_356 1576080389356 43717 43618 54 28.6058  
2019_12_11_10_06_29_380 1576080389380 43741 43642 83 42.5352  
2019_12_11_10_06_29_409 1576080389409 43770 43671 336 165.112  
2019_12_11_10_06_29_412 1576080389412 43773 43674 141 70.4687  
2019_12_11_10_06_29_419 1576080389419 43780 43681 349 171.462  
2019_12_11_10_06_29_459 1576080389459 43820 43721 296 145.607  
2019_12_11_10_06_29_514 1576080389514 43875 43776 181 89.7911  
2019_12_11_10_06_29_537 1576080389537 43898 43799 343 168.531  
2019_12_11_10_06_29_559 1576080389559 43920 43821 274 134.899  
2019_12_11_10_06_29_579 1576080389579 43940 43841 690 339.801  
2019_12_11_10_06_29_585 1576080389585 43946 43847 185 91.726  
2019_12_11_10_06_29_591 1576080389591 43952 43853 243 119.834  
2019_12_11_10_06_29_635 1576080389635 43996 43897 159 79.1579  
2019_12_11_10_06_29_654 1576080389654 44015 43916 352 172.928  
2019_12_11_10_06_29_674 1576080389674 44035 43936 149 74.3294  
2019_12_11_10_06_29_697 1576080389697 44058 43959 346 169.996  
2019_12_11_10_06_29_720 1576080389720 44081 43981 103 52.1562  
2019_12_11_10_06_29_724 1576080389724 44085 43985 239 117.893  
2019_12_11_10_06_29_725 1576080389725 44086 43986 369 181.24  
2019_12_11_10_06_29_726 1576080389726 44087 43987 1348 674.35  
2019_12_11_10_06_29_745 1576080389745 44106 44006 77 39.6512  
2019_12_11_10_06_29_750 1576080389750 44111 44011 318 156.329  
2019_12_11_10_06_29_755 1576080389755 44116 44016 631 310.429  
2019_12_11_10_06_29_765 1576080389765 44126 44026 398 195.44  
2019_12_11_10_06_29_779 1576080389779 44140 44040 945 467.932  
2019_12_11_10_06_29_813 1576080389813 44174 44074 934 462.365  
2019_12_11_10_06_29_815 1576080389815 44176 44076 725 357.274  
2019_12_11_10_06_29_844 1576080389844 44205 44105 142 70.9512  
2019_12_11_10_06_29_895 1576080389895 44256 44156 405 198.871  
2019_12_11_10_06_29_899 1576080389899 44260 44160 1249 623.197  
2019_12_11_10_06_29_990 1576080389990 44351 44251 188 93.1774  
2019_12_11_10_06_29_991 1576080389991 44352 44252 127 63.717  
2019_12_11_10_06_30_001 1576080390001 44362 44262 370 181.73  
2019_12_11_10_06_30_044 1576080390044 44405 44304 334 164.136  
2019_12_11_10_06_30_050 1576080390050 44411 44310 178 88.3403  
2019_12_11_10_06_30_080 1576080390080 44441 44340 203 100.439  
2019_12_11_10_06_30_111 1576080390111 44472 44371 284 139.764  
2019_12_11_10_06_30_275 1576080390275 44636 44535 281 138.304  
2019_12_11_10_06_30_286 1576080390286 44647 44546 230 113.526  
2019_12_11_10_06_30_364 1576080390364 44725 44624 287 141.224  
2019_12_11_10_06_30_375 1576080390375 44736 44635 118 59.3797  
2019_12_11_10_06_30_385 1576080390385 44746 44645 380 186.624  
2019_12_11_10_06_30_421 1576080390421 44782 44681 357 175.372  
2019_12_11_10_06_30_431 1576080390431 44792 44691 531 260.881  
2019_12_11_10_06_30_433 1576080390433 44794 44693 1099 546.244  
2019_12_11_10_06_30_455 1576080390455 44816 44715 123 61.789  
2019_12_11_10_06_30_514 1576080390514 44875 44774 231 114.011  
2019_12_11_10_06_30_547 1576080390547 44908 44807 306 150.479  
2019_12_11_10_06_30_631 1576080390631 44992 44891 172 85.4395  
2019_12_11_10_06_30_648 1576080390648 45009 44908 200 98.9859  
2019_12_11_10_06_30_737 1576080390737 45098 44996 289 142.198  
2019_12_11_10_06_30_740 1576080390740 45101 44999 358 175.861  
2019_12_11_10_06_30_792 1576080390792 45153 45051 511 251.007  
2019_12_11_10_06_30_794 1576080390794 45155 45053 376 184.666  
2019_12_11_10_06_30_828 1576080390828 45189 45087 106 53.6004  
2019_12_11_10_06_30_911 1576080390911 45272 45170 162 80.6071  
2019_12_11_10_06_30_914 1576080390914 45275 45173 708 348.782  
2019_12_11_10_06_30_955 1576080390955 45316 45214 216 106.737  
2019_12_11_10_06_30_997 1576080390997 45358 45256 179 88.8239  
2019_12_11_10_06_31_263 1576080391263 45624 45522 283 139.278  
2019_12_11_10_06_31_264 1576080391264 45625 45523 293 144.146  
2019_12_11_10_06_31_265 1576080391265 45626 45524 4095 2209.31  
2019_12_11_10_06_31_265 1576080391265 45626 45524 927 458.824  
2019_12_11_10_06_31_265 1576080391265 45626 45524 595 292.557  
2019_12_11_10_06_31_266 1576080391266 45627 45525 471 231.294  
2019_12_11_10_06_31_266 1576080391266 45627 45525 424 208.192  
2019_12_11_10_06_31_266 1576080391266 45627 45525 754 371.779  
2019_12_11_10_06_31_266 1576080391266 45627 45524 160 79.641  
2019_12_11_10_06_31_266 1576080391266 45627 45524 166 82.5397  
2019_12_11_10_06_31_326 1576080391326 45687 45584 331 162.672  
2019_12_11_10_06_31_342 1576080391342 45703 45600 138 69.0214  
2019_12_11_10_06_31_368 1576080391368 45729 45626 671 330.331  
2019_12_11_10_06_31_405 1576080391405 45766 45663 361 177.328  
2019_12_11_10_06_31_410 1576080391410 45771 45668 229 113.041  
2019_12_11_10_06_31_419 1576080391419 45780 45677 143 71.4337  
2019_12_11_10_06_31_432 1576080391432 45793 45690 436 214.084  
2019_12_11_10_06_31_444 1576080391444 45805 45702 418 205.247  
2019_12_11_10_06_31_534 1576080391534 45895 45792 515 252.98  
2019_12_11_10_06_31_536 1576080391536 45897 45794 363 178.306  
2019_12_11_10_06_31_541 1576080391541 45902 45799 1290 644.346  
2019_12_11_10_06_31_542 1576080391542 45903 45800 219 108.191  
2019_12_11_10_06_31_547 1576080391547 45908 45805 113 56.9711  
2019_12_11_10_06_31_559 1576080391559 45920 45817 722 355.775  
2019_12_11_10_06_31_571 1576080391571 45932 45829 189 93.6613  
2019_12_11_10_06_31_595 1576080391595 45956 45852 224 110.616  
2019_12_11_10_06_31_651 1576080391651 46012 45908 479 235.233  
2019_12_11_10_06_31_752 1576080391752 46113 46009 286 140.738  
2019_12_11_10_06_31_761 1576080391761 46122 46018 4095 2209.31  
2019_12_11_10_06_31_792 1576080391792 46153 46049 2266 1162.48  
2019_12_11_10_06_31_807 1576080391807 46168 46064 704 346.786  
2019_12_11_10_06_31_828 1576080391828 46189 46085 261 128.578  
2019_12_11_10_06_31_877 1576080391877 46238 46134 232 114.496  
2019_12_11_10_06_31_904 1576080391904 46265 46161 303 149.017  
2019_12_11_10_06_31_915 1576080391915 46276 46172 554 272.251  
2019_12_11_10_06_31_937 1576080391937 46298 46194 468 229.817  
2019_12_11_10_06_31_981 1576080391981 46342 46238 156 77.7091  
2019_12_11_10_06_31_986 1576080391986 46347 46243 579 284.627  
2019_12_11_10_06_31_987 1576080391987 46348 46244 291 143.172  
2019_12_11_10_06_32_022 1576080392022 46383 46279 107 54.0818  
2019_12_11_10_06_32_027 1576080392027 46388 46284 353 173.417  
2019_12_11_10_06_32_099 1576080392099 46460 46356 182 90.2748  
2019_12_11_10_06_32_209 1576080392209 46570 46466 225 111.1  
2019_12_11_10_06_32_237 1576080392237 46598 46493 4095 2209.31  
2019_12_11_10_06_32_276 1576080392276 46637 46532 880 435.088  
2019_12_11_10_06_32_361 1576080392361 46722 46617 166 82.5397  
2019_12_11_10_06_32_363 1576080392363 46724 46619 232 114.496  
2019_12_11_10_06_32_368 1576080392368 46729 46624 198 98.0175  
2019_12_11_10_06_32_560 1576080392560 46921 46816 226 111.585  
2019_12_11_10_06_32_564 1576080392564 46925 46820 272 133.926  
2019_12_11_10_06_32_597 1576080392597 46958 46853 4095 2209.31  
2019_12_11_10_06_32_699 1576080392699 47060 46955 429 210.646  
2019_12_11_10_06_32_743 1576080392743 47104 46999 127 63.717  
2019_12_11_10_06_32_803 1576080392803 47164 47059 387 190.051  
2019_12_11_10_06_32_819 1576080392819 47180 47075 239 117.893  
2019_12_11_10_06_32_829 1576080392829 47190 47085 346 169.996  
2019_12_11_10_06_32_844 1576080392844 47205 47100 135 67.5744  
2019_12_11_10_06_32_857 1576080392857 47218 47113 4095 2209.31  
2019_12_11_10_06_32_860 1576080392860 47221 47116 2056 1048.62  
2019_12_11_10_06_32_872 1576080392872 47233 47128 170 84.4728  
2019_12_11_10_06_32_911 1576080392911 47272 47166 212 104.799  
2019_12_11_10_06_32_976 1576080392976 47337 47231 208 102.861  
2019_12_11_10_06_33_000 1576080393000 47361 47255 254 125.177  
2019_12_11_10_06_33_013 1576080393013 47374 47268 210 103.829  
2019_12_11_10_06_33_023 1576080393023 47384 47278 125 62.753  
2019_12_11_10_06_33_035 1576080393035 47396 47290 129 64.6812  
2019_12_11_10_06_33_055 1576080393055 47416 47310 349 171.462  
2019_12_11_10_06_33_284 1576080393284 47645 47539 993 492.266  
2019_12_11_10_06_33_285 1576080393285 47646 47540 737 363.273  
2019_12_11_10_06_33_286 1576080393286 47647 47541 431 211.628  
2019_12_11_10_06_33_286 1576080393286 47647 47541 457 224.406  
2019_12_11_10_06_33_286 1576080393286 47647 47541 188 93.1774  
2019_12_11_10_06_33_286 1576080393286 47647 47541 319 156.817  
2019_12_11_10_06_33_287 1576080393287 47648 47542 84 43.016  
2019_12_11_10_06_33_303 1576080393303 47664 47558 447 219.489  
2019_12_11_10_06_33_304 1576080393304 47665 47559 175 86.8898  
2019_12_11_10_06_33_305 1576080393305 47666 47560 424 208.192  
2019_12_11_10_06_33_392 1576080393392 47753 47646 378 185.644  
2019_12_11_10_06_33_448 1576080393448 47809 47702 172 85.4395  
2019_12_11_10_06_33_467 1576080393467 47828 47721 2045 1042.69  
2019_12_11_10_06_33_544 1576080393544 47905 47798 817 403.375  
2019_12_11_10_06_33_562 1576080393562 47923 47816 243 119.834  
2019_12_11_10_06_33_580 1576080393580 47941 47834 579 284.627  
2019_12_11_10_06_33_638 1576080393638 47999 47892 329 161.696  
2019_12_11_10_06_33_639 1576080393639 48000 47893 135 67.5744  
2019_12_11_10_06_33_648 1576080393648 48009 47902 1165 580.021  
2019_12_11_10_06_33_654 1576080393654 48015 47908 261 128.578  
2019_12_11_10_06_33_673 1576080393673 48034 47927 43 23.3287  
2019_12_11_10_06_33_707 1576080393707 48068 47961 415 203.775  
2019_12_11_10_06_33_725 1576080393725 48086 47979 378 185.644  
2019_12_11_10_06_33_749 1576080393749 48110 48003 111 56.0079  
2019_12_11_10_06_33_765 1576080393765 48126 48019 197 97.5334  
2019_12_11_10_06_33_792 1576080393792 48153 48046 750 369.776  
2019_12_11_10_06_33_838 1576080393838 48199 48092 198 98.0175  
2019_12_11_10_06_33_845 1576080393845 48206 48098 254 125.177  
2019_12_11_10_06_33_847 1576080393847 48208 48100 274 134.899  
2019_12_11_10_06_33_852 1576080393852 48213 48105 959 475.022  
2019_12_11_10_06_33_862 1576080393862 48223 48115 548 269.283  
2019_12_11_10_06_33_866 1576080393866 48227 48119 331 162.672  
2019_12_11_10_06_33_873 1576080393873 48234 48126 137 68.5391  
2019_12_11_10_06_33_876 1576080393876 48237 48129 680 334.815  
2019_12_11_10_06_33_910 1576080393910 48271 48163 535 262.857  
2019_12_11_10_06_33_923 1576080393923 48284 48176 232 114.496  
2019_12_11_10_06_33_943 1576080393943 48304 48196 1274 636.087  
2019_12_11_10_06_33_960 1576080393960 48321 48213 272 133.926  
2019_12_11_10_06_33_964 1576080393964 48325 48217 160 79.641  
2019_12_11_10_06_34_020 1576080394020 48381 48273 295 145.12  
2019_12_11_10_06_34_035 1576080394035 48396 48288 522 256.436  
2019_12_11_10_06_34_055 1576080394055 48416 48308 59 31.0056  
2019_12_11_10_06_34_093 1576080394093 48454 48346 245 120.805  
2019_12_11_10_06_34_097 1576080394097 48458 48350 843 416.449  
2019_12_11_10_06_34_100 1576080394100 48461 48352 441 216.54  
2019_12_11_10_06_34_101 1576080394101 48462 48353 408 200.342  
2019_12_11_10_06_34_109 1576080394109 48470 48361 372 182.708  
2019_12_11_10_06_34_214 1576080394214 48575 48466 458 224.897  
2019_12_11_10_06_34_215 1576080394215 48576 48467 259 127.606  
2019_12_11_10_06_34_269 1576080394269 48630 48521 126 63.235  
2019_12_11_10_06_34_276 1576080394276 48637 48528 480 235.725  
2019_12_11_10_06_34_291 1576080394291 48652 48543 131 65.6455  
2019_12_11_10_06_34_306 1576080394306 48667 48558 660 324.853  
2019_12_11_10_06_34_311 1576080394311 48672 48563 573 281.655  
2019_12_11_10_06_34_316 1576080394316 48677 48568 822 405.888  
2019_12_11_10_06_34_322 1576080394322 48683 48574 160 79.641  
2019_12_11_10_06_34_370 1576080394370 48731 48622 74 38.2096  
2019_12_11_10_06_34_403 1576080394403 48764 48655 98 49.7499  
2019_12_11_10_06_34_428 1576080394428 48789 48680 283 139.278  
2019_12_11_10_06_34_475 1576080394475 48836 48727 367 180.262  
2019_12_11_10_06_34_511 1576080394511 48872 48763 2869 1496.68  
2019_12_11_10_06_34_527 1576080394527 48888 48779 368 180.751  
2019_12_11_10_06_34_530 1576080394530 48891 48781 280 137.818  
2019_12_11_10_06_34_532 1576080394532 48893 48783 413 202.794  
2019_12_11_10_06_34_593 1576080394593 48954 48844 408 200.342  
2019_12_11_10_06_34_611 1576080394611 48972 48862 81 41.5738  
2019_12_11_10_06_34_631 1576080394631 48992 48882 183 90.7585  
2019_12_11_10_06_34_642 1576080394642 49003 48893 253 124.691  
2019_12_11_10_06_34_659 1576080394659 49020 48910 145 72.3988  
2019_12_11_10_06_34_668 1576080394668 49029 48919 373 183.197  
2019_12_11_10_06_34_694 1576080394694 49055 48945 221 109.161  
2019_12_11_10_06_34_699 1576080394699 49060 48950 185 91.726  
2019_12_11_10_06_34_719 1576080394719 49080 48970 596 293.053  
2019_12_11_10_06_34_741 1576080394741 49102 48992 509 250.02  
2019_12_11_10_06_34_765 1576080394765 49126 49016 526 258.411  
2019_12_11_10_06_34_774 1576080394774 49135 49025 175 86.8898  
2019_12_11_10_06_34_778 1576080394778 49139 49029 556 273.24  
2019_12_11_10_06_34_783 1576080394783 49144 49034 332 163.16  
2019_12_11_10_06_34_796 1576080394796 49157 49047 150 74.8121  
2019_12_11_10_06_34_816 1576080394816 49177 49066 4095 2209.31  
2019_12_11_10_06_34_847 1576080394847 49208 49097 1825 924.878  
2019_12_11_10_06_34_865 1576080394865 49226 49115 634 311.92  
2019_12_11_10_06_34_888 1576080394888 49249 49138 96 48.7875  
2019_12_11_10_06_34_903 1576080394903 49264 49153 289 142.198  
2019_12_11_10_06_34_932 1576080394932 49293 49182 498 244.595  
2019_12_11_10_06_34_946 1576080394946 49307 49196 266 131.008  
2019_12_11_10_06_34_998 1576080394998 49359 49248 659 324.355  
2019_12_11_10_06_35_030 1576080395030 49391 49280 112 56.4895  
2019_12_11_10_06_35_300 1576080395300 49661 49550 346 169.996  
2019_12_11_10_06_35_301 1576080395301 49662 49551 156 77.7091  
2019_12_11_10_06_35_302 1576080395302 49663 49552 311 152.916  
2019_12_11_10_06_35_302 1576080395302 49663 49552 129 64.6812  
2019_12_11_10_06_35_302 1576080395302 49663 49552 172 85.4395  
2019_12_11_10_06_35_302 1576080395302 49663 49552 409 200.833  
2019_12_11_10_06_35_302 1576080395302 49663 49552 318 156.329  
2019_12_11_10_06_35_324 1576080395324 49685 49574 551 270.767  
2019_12_11_10_06_35_334 1576080395334 49695 49583 232 114.496  
2019_12_11_10_06_35_335 1576080395335 49696 49584 89 45.4203  
2019_12_11_10_06_35_336 1576080395336 49697 49585 383 188.092  
2019_12_11_10_06_35_395 1576080395395 49756 49644 718 353.776  
2019_12_11_10_06_35_400 1576080395400 49761 49649 213 105.283  
2019_12_11_10_06_35_513 1576080395513 49874 49762 531 260.881  
2019_12_11_10_06_35_517 1576080395517 49878 49766 287 141.224  
2019_12_11_10_06_35_584 1576080395584 49945 49833 234 115.466  
2019_12_11_10_06_35_590 1576080395590 49951 49839 277 136.358  
2019_12_11_10_06_35_620 1576080395620 49981 49869 77 39.6512  
2019_12_11_10_06_35_623 1576080395623 49984 49872 433 212.611  
2019_12_11_10_06_35_643 1576080395643 50004 49892 2428 1251.21  
